country_name,indicator_name,sex,age_group,age_categories,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,Average_per_years,region,sub_region,economic_level,standard_deviation
Saint Lucia,Unemployment rate by sex and age,Female,15-24,Youth,45.161,44.519,43.419,42.66,39.37,33.242,42.298,41.793,25.956,28.348,33.388,38.19581818,Americas,Caribbean,Upper-middle income,6.791916899
Saint Lucia,Unemployment rate by sex and age,Female,25+,Adults,17.542,17.01,16.242,15.664,16.499,13.774,18.127,17.704,16.04,12.957,14.057,15.96509091,Americas,Caribbean,Upper-middle income,1.709515689
Saint Lucia,Unemployment rate by sex and age,Female,Under 15,Children,23.389,22.689,21.701,20.901,20.881,17.007,22.262,21.609,17.634,15.449,17.059,20.05281818,Americas,Caribbean,Upper-middle income,2.734763786
Saint Lucia,Unemployment rate by sex and age,Male,15-24,Youth,50.482,49.313,47.781,46.592,43.709,37.8,45.537,45.746,35.123,42.906,46.038,44.63881818,Americas,Caribbean,Upper-middle income,4.635263937
Saint Lucia,Unemployment rate by sex and age,Male,25+,Adults,12.365,11.733,10.997,10.404,11.807,9.09,14.007,12.535,10.39,8.049,8.158,10.86681818,Americas,Caribbean,Upper-middle income,1.881906364
Saint Lucia,Unemployment rate by sex and age,Male,Under 15,Children,19.978,19.148,18.055,17.138,17.592,13.837,18.751,17.757,14.175,14.121,14.549,16.82736364,Americas,Caribbean,Upper-middle income,2.248496621
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,15-24,Youth,40.268,40.482,40.602,40.922,41.273,42.113,46.565,45.339,43.309,41.776,40.709,42.12345455,Americas,Caribbean,Upper-middle income,2.102683208
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,25+,Adults,12.542,12.568,12.579,12.664,12.767,13.074,13.903,14.152,13.555,12.907,12.439,13.01363636,Americas,Caribbean,Upper-middle income,0.593140164
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,Under 15,Children,17.013,16.924,16.834,16.81,16.803,17.026,18.084,18.064,17.369,16.548,15.957,17.03927273,Americas,Caribbean,Upper-middle income,0.618674889
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,15-24,Youth,41.64,41.599,41.637,41.833,42.103,42.855,46.905,45.5,44.082,42.399,41.283,42.89418182,Americas,Caribbean,Upper-middle income,1.836125258
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,25+,Adults,15.47,15.405,15.387,15.443,15.535,15.87,17.461,17.414,16.384,15.466,14.864,15.88172727,Americas,Caribbean,Upper-middle income,0.851893197
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,Under 15,Children,20.681,20.562,20.441,20.409,20.399,20.695,22.472,22.135,21.083,20.034,19.323,20.74854545,Americas,Caribbean,Upper-middle income,0.890025434
Samoa,Unemployment rate by sex and age,Female,15-24,Youth,21.632,23.903,26.259,28.739,29.008,29.457,32.507,31.762,30.651,29.644,29.398,28.45090909,Oceania,Polynesia,Upper-middle income,3.285834337
Samoa,Unemployment rate by sex and age,Female,25+,Adults,6.124,7.304,8.49,9.812,9.962,10.128,10.592,11.454,10.794,10.24,10.051,9.541,Oceania,Polynesia,Upper-middle income,1.595706427
Samoa,Unemployment rate by sex and age,Female,Under 15,Children,10.271,11.675,13.006,14.539,14.685,14.799,15.83,16.228,15.481,14.789,14.588,14.17190909,Oceania,Polynesia,Upper-middle income,1.812365275
Samoa,Unemployment rate by sex and age,Male,15-24,Youth,14.376,13.793,13.278,12.939,13.083,13.251,14.438,14.358,13.752,12.93,12.706,13.53672727,Oceania,Polynesia,Upper-middle income,0.638210795
Samoa,Unemployment rate by sex and age,Male,25+,Adults,5.66,5.158,4.674,4.299,4.371,4.431,4.929,5.109,4.732,4.35,4.241,4.723090909,Oceania,Polynesia,Upper-middle income,0.449611489
Samoa,Unemployment rate by sex and age,Male,Under 15,Children,7.801,7.255,6.721,6.323,6.388,6.439,7.078,7.193,6.742,6.278,6.165,6.762090909,Oceania,Polynesia,Upper-middle income,0.513600906
Sao Tome and Principe,Unemployment rate by sex and age,Female,15-24,Youth,32.269,32.391,32.755,33.032,33.086,33.385,37.914,36.307,34.18,33.892,33.81,33.911,Africa,Sub-Saharan Africa,Lower-middle income,1.729756919
Sao Tome and Principe,Unemployment rate by sex and age,Female,25+,Adults,18.641,18.554,18.592,18.92,19.046,19.251,20.375,20.681,19.458,19.285,19.198,19.27281818,Africa,Sub-Saharan Africa,Lower-middle income,0.692360429
Sao Tome and Principe,Unemployment rate by sex and age,Female,Under 15,Children,21.228,21.16,21.24,21.543,21.642,21.853,23.616,23.571,22.277,22.103,22.028,22.02372727,Africa,Sub-Saharan Africa,Lower-middle income,0.860187897
Sao Tome and Principe,Unemployment rate by sex and age,Male,15-24,Youth,14.901,14.837,14.853,15.08,15.181,15.325,16.805,16.591,15.379,15.166,15.089,15.38245455,Africa,Sub-Saharan Africa,Lower-middle income,0.675440799
Sao Tome and Principe,Unemployment rate by sex and age,Male,25+,Adults,8.028,8.038,8.113,8.264,8.323,8.435,9.344,9.411,8.55,8.436,8.344,8.480545455,Africa,Sub-Saharan Africa,Lower-middle income,0.473948597
Sao Tome and Principe,Unemployment rate by sex and age,Male,Under 15,Children,9.589,9.557,9.595,9.741,9.789,9.891,10.923,10.947,10.057,9.956,9.889,9.994,Africa,Sub-Saharan Africa,Lower-middle income,0.491785116
Saudi Arabia,Unemployment rate by sex and age,Female,15-24,Youth,58.119,57.015,46.809,60.976,58.209,51.002,42.954,28.386,26.035,27.319,28.734,44.14163636,Asia,Western Asia,High income,14.12251151
Saudi Arabia,Unemployment rate by sex and age,Female,25+,Adults,17.61,18.336,18.83,17.942,17.404,18.124,18.398,16.264,14.278,13.399,13.118,16.70027273,Asia,Western Asia,High income,2.115990552
Saudi Arabia,Unemployment rate by sex and age,Female,Under 15,Children,22.409,22.186,21.481,21.613,21.102,21.384,21.032,17.425,15.65,14.958,14.792,19.45745455,Asia,Western Asia,High income,3.07298117
Saudi Arabia,Unemployment rate by sex and age,Male,15-24,Youth,21.538,20.206,17.913,23.951,22.133,16.827,21.999,16.579,11.662,10.841,10.461,17.64636364,Asia,Western Asia,High income,4.859599886
Saudi Arabia,Unemployment rate by sex and age,Male,25+,Adults,1.584,1.364,1.533,1.999,1.973,1.522,2.771,2.445,1.932,1.338,1.069,1.775454545,Asia,Western Asia,High income,0.50718071
Saudi Arabia,Unemployment rate by sex and age,Male,Under 15,Children,2.919,2.488,2.545,3.267,3.276,2.512,4.167,3.499,2.69,2.102,1.839,2.845818182,Asia,Western Asia,High income,0.667919279
Senegal,Unemployment rate by sex and age,Female,15-24,Youth,11.573,9.007,6.674,4.858,8.483,6.607,7.815,7.554,6.918,6.758,6.541,7.526181818,Africa,Western Africa,Lower-middle income,1.737530594
Senegal,Unemployment rate by sex and age,Female,25+,Adults,8.138,6.842,4.222,3.337,3.626,2.33,2.596,2.66,2.486,2.446,2.388,3.733727273,Africa,Western Africa,Lower-middle income,1.972566759
Senegal,Unemployment rate by sex and age,Female,Under 15,Children,8.901,7.314,4.764,3.623,4.341,3.044,3.464,3.457,3.208,3.148,3.063,4.393363636,Africa,Western Africa,Lower-middle income,1.946012244
Senegal,Unemployment rate by sex and age,Male,15-24,Youth,7.698,7.392,6.176,6.464,4.77,2.858,3.293,3.223,2.955,2.943,2.89,4.605636364,Africa,Western Africa,Lower-middle income,1.959449069
Senegal,Unemployment rate by sex and age,Male,25+,Adults,6.633,6.141,3.651,3.873,2.647,2.711,3.25,3.238,2.869,2.822,2.72,3.686818182,Africa,Western Africa,Lower-middle income,1.397000631
Senegal,Unemployment rate by sex and age,Male,Under 15,Children,6.864,6.402,4.253,4.389,3.073,2.744,3.26,3.235,2.888,2.849,2.758,3.883181818,Africa,Western Africa,Lower-middle income,1.473462508
Serbia,Unemployment rate by sex and age,Female,15-24,Youth,50.072,48.282,39.567,36.306,32.002,29.907,29.468,28.793,26.012,17.95,16.705,32.27854545,Europe,Eastern Europe,Upper-middle income,10.74672306
Serbia,Unemployment rate by sex and age,Female,25+,Adults,18.498,16.804,14.587,12.848,12.566,9.966,8.33,9.927,7.996,7.219,6.339,11.37090909,Europe,Eastern Europe,Upper-middle income,4.018972791
Serbia,Unemployment rate by sex and age,Female,Under 15,Children,20.356,18.747,16.095,14.267,13.689,11.065,9.406,10.994,8.975,7.781,6.888,12.56936364,Europe,Eastern Europe,Upper-middle income,4.452393542
Serbia,Unemployment rate by sex and age,Male,15-24,Youth,46.184,40.15,32.15,29.114,28.221,26.012,24.995,23.52,23.162,23.606,21.713,28.98427273,Europe,Eastern Europe,Upper-middle income,7.75518143
Serbia,Unemployment rate by sex and age,Male,25+,Adults,15.871,14.768,13.052,11.431,10.589,8.5,7.393,8.047,7.268,6.656,5.552,9.920636364,Europe,Eastern Europe,Upper-middle income,3.466036476
Serbia,Unemployment rate by sex and age,Male,Under 15,Children,18.318,16.799,14.585,12.837,11.95,9.836,8.686,9.285,8.439,7.882,6.726,11.39481818,Europe,Eastern Europe,Upper-middle income,3.831377841
Sierra Leone,Unemployment rate by sex and age,Female,15-24,Youth,5.953,5.358,4.507,3.542,2.499,2.509,2.917,2.851,2.561,2.564,2.55,3.437363636,Africa,Western Africa,Low income,1.258869276
Sierra Leone,Unemployment rate by sex and age,Female,25+,Adults,3.29,3.306,3.048,2.622,2.022,2.031,2.136,2.289,2.086,2.022,1.986,2.439818182,Africa,Western Africa,Low income,0.532787165
Sierra Leone,Unemployment rate by sex and age,Female,Under 15,Children,3.836,3.735,3.359,2.822,2.127,2.135,2.305,2.41,2.187,2.137,2.104,2.650636364,Africa,Western Africa,Low income,0.678757287
Sierra Leone,Unemployment rate by sex and age,Male,15-24,Youth,14.464,12.612,10.15,7.485,4.723,4.742,5.29,5.173,4.807,4.807,4.823,7.188727273,Africa,Western Africa,Low income,3.575960237
Sierra Leone,Unemployment rate by sex and age,Male,25+,Adults,4.028,4.471,4.591,4.483,4.037,4.057,4.605,4.745,4.146,4.054,3.976,4.290272727,Africa,Western Africa,Low income,0.287894109
Sierra Leone,Unemployment rate by sex and age,Male,Under 15,Children,5.517,5.723,5.509,5.014,4.167,4.184,4.731,4.823,4.264,4.188,4.126,4.749636364,Africa,Western Africa,Low income,0.615479045
Singapore,Unemployment rate by sex and age,Female,15-24,Youth,12.008,11.273,12.762,12.951,11.215,9.751,13.544,13.566,10.698,9.892,10.397,11.64154545,Asia,South-Eastern Asia,High income,1.407808465
Singapore,Unemployment rate by sex and age,Female,25+,Adults,3.324,3.187,3.669,3.662,3.167,2.766,3.683,4.375,3.376,2.999,3.256,3.405818182,Asia,South-Eastern Asia,High income,0.431375664
Singapore,Unemployment rate by sex and age,Female,Under 15,Children,4.111,3.977,4.488,4.435,3.833,3.326,4.388,5.019,3.839,3.419,3.679,4.046727273,Asia,South-Eastern Asia,High income,0.505350787
Singapore,Unemployment rate by sex and age,Male,15-24,Youth,6.354,7.841,6.387,7.248,6.547,5.912,8.148,7.19,6.586,5.612,6.339,6.742181818,Asia,South-Eastern Asia,High income,0.781569935
Singapore,Unemployment rate by sex and age,Male,25+,Adults,3.209,3.254,3.545,3.749,3.189,2.71,3.603,4.168,3.203,2.891,3.146,3.333363636,Asia,South-Eastern Asia,High income,0.408146854
Singapore,Unemployment rate by sex and age,Male,Under 15,Children,3.478,3.656,3.787,4.032,3.442,2.935,3.889,4.355,3.406,3.036,3.3,3.574181818,Asia,South-Eastern Asia,High income,0.424116451
Slovakia,Unemployment rate by sex and age,Female,15-24,Youth,27.368,27.605,26.376,20.196,16.151,19.775,21.332,22.704,21.542,17.527,16.8,21.57963636,Europe,Eastern Europe,High income,4.099417502
Slovakia,Unemployment rate by sex and age,Female,25+,Adults,11.942,11.895,9.783,7.631,6.496,5.245,6.418,6.466,5.686,5.39,5.302,7.477636364,Europe,Eastern Europe,High income,2.552997425
Slovakia,Unemployment rate by sex and age,Female,Under 15,Children,12.954,12.896,10.781,8.407,7.033,5.957,7.102,7.134,6.378,5.967,5.83,8.221727273,Europe,Eastern Europe,High income,2.720476432
Slovakia,Unemployment rate by sex and age,Male,15-24,Youth,26.367,25.923,19.84,18.165,14.271,14.05,18.376,20.308,18.622,20.345,19.892,19.65081818,Europe,Eastern Europe,High income,3.881468661
Slovakia,Unemployment rate by sex and age,Male,25+,Adults,8.857,8.901,7.757,7.018,5.446,4.957,5.546,5.789,5.045,4.623,4.546,6.225909091,Europe,Eastern Europe,High income,1.634255516
Slovakia,Unemployment rate by sex and age,Male,Under 15,Children,10.383,10.337,8.771,7.918,6.134,5.597,6.402,6.674,5.928,5.705,5.557,7.218727273,Europe,Eastern Europe,High income,1.847264685
Slovenia,Unemployment rate by sex and age,Female,15-24,Youth,21.429,14.761,14.74,12.971,9.601,9.172,16.064,14.41,12.005,8.172,7.371,12.79054545,Europe,Southern Europe,High income,4.126296775
Slovenia,Unemployment rate by sex and age,Female,25+,Adults,9.825,9.747,8.181,7.061,5.449,4.669,5.021,4.706,3.773,3.212,3.273,5.901545455,Europe,Southern Europe,High income,2.43564223
Slovenia,Unemployment rate by sex and age,Female,Under 15,Children,10.596,10.088,8.604,7.481,5.736,4.969,5.659,5.309,4.318,3.534,3.544,6.348909091,Europe,Southern Europe,High income,2.492762702
Slovenia,Unemployment rate by sex and age,Male,15-24,Youth,19.669,17.711,15.749,9.97,8.326,7.335,12.776,11.589,8.638,9.15,8.951,11.80581818,Europe,Southern Europe,High income,4.170656467
Slovenia,Unemployment rate by sex and age,Male,25+,Adults,8.148,7.292,6.87,5.41,4.296,3.744,3.846,3.723,3.383,3.057,2.769,4.776181818,Europe,Southern Europe,High income,1.86225733
Slovenia,Unemployment rate by sex and age,Male,Under 15,Children,8.975,8.077,7.514,5.781,4.615,4.009,4.419,4.252,3.748,3.504,3.225,5.283545455,Europe,Southern Europe,High income,2.007432408
Solomon Islands,Unemployment rate by sex and age,Female,15-24,Youth,1.528,1.535,1.54,1.539,1.539,1.558,1.831,1.754,3.528,3.443,3.414,2.109909091,Oceania,Melanesia,Lower-middle income,0.874279184
Solomon Islands,Unemployment rate by sex and age,Female,25+,Adults,0.445,0.451,0.452,0.445,0.442,0.464,0.533,0.659,0.979,1.011,1.001,0.625636364,Oceania,Melanesia,Lower-middle income,0.246924795
Solomon Islands,Unemployment rate by sex and age,Female,Under 15,Children,0.746,0.751,0.751,0.743,0.739,0.759,0.881,0.947,1.659,1.655,1.636,1.024272727,Oceania,Melanesia,Lower-middle income,0.407315625
Solomon Islands,Unemployment rate by sex and age,Male,15-24,Youth,1.017,1.019,1.019,1.017,1.016,1.023,1.113,1.098,2.642,2.571,2.566,1.463727273,Oceania,Melanesia,Lower-middle income,0.726329552
Solomon Islands,Unemployment rate by sex and age,Male,25+,Adults,0.581,0.587,0.587,0.577,0.572,0.597,0.824,0.868,1.176,1.186,1.159,0.792181818,Oceania,Melanesia,Lower-middle income,0.265593983
Solomon Islands,Unemployment rate by sex and age,Male,Under 15,Children,0.697,0.702,0.702,0.694,0.69,0.71,0.9,0.928,1.562,1.551,1.529,0.969545455,Oceania,Melanesia,Lower-middle income,0.380462972
Somalia,Unemployment rate by sex and age,Female,15-24,Youth,37.032,36.222,36.043,36.356,36.839,36.965,39.631,39.137,37.85,37.703,37.601,37.39809091,Africa,Eastern Africa,Low income,1.152720214
Somalia,Unemployment rate by sex and age,Female,25+,Adults,21.162,20.566,20.431,20.65,20.985,21.058,21.267,22.074,21.623,21.492,21.424,21.15745455,Africa,Eastern Africa,Low income,0.4925924
Somalia,Unemployment rate by sex and age,Female,Under 15,Children,24.531,23.884,23.749,23.992,24.338,24.386,25.104,25.596,25.015,24.857,24.76,24.56472727,Africa,Eastern Africa,Low income,0.567621545
Somalia,Unemployment rate by sex and age,Male,15-24,Youth,32.173,31.437,31.269,31.555,32.004,32.137,33.908,33.71,32.794,32.601,32.548,32.376,Africa,Eastern Africa,Low income,0.860199861
Somalia,Unemployment rate by sex and age,Male,25+,Adults,13.296,12.901,12.81,12.956,13.183,13.239,13.827,14.18,13.584,13.534,13.491,13.36372727,Africa,Eastern Africa,Low income,0.414054608
Somalia,Unemployment rate by sex and age,Male,Under 15,Children,16.407,15.953,15.859,16.031,16.274,16.308,17.082,17.348,16.694,16.62,16.565,16.46736364,Africa,Eastern Africa,Low income,0.461412239
South Africa,Unemployment rate by sex and age,Female,15-24,Youth,47.622,46.809,49.764,47.727,48.744,51.711,48.41,54.883,54.332,55.231,55.756,50.999,Africa,Southern Africa,Upper-middle income,3.467269041
South Africa,Unemployment rate by sex and age,Female,25+,Adults,20.674,21.498,22.534,22.584,22.99,23.968,22.987,27.442,27.61,27.334,27.594,24.29227273,Africa,Southern Africa,Upper-middle income,2.673873299
South Africa,Unemployment rate by sex and age,Female,Under 15,Children,24.249,24.836,26.011,25.689,25.884,27.068,25.584,30.272,30.515,30.511,30.779,27.39981818,Africa,Southern Africa,Upper-middle income,2.57125739
South Africa,Unemployment rate by sex and age,Male,15-24,Youth,41.031,38.311,39.47,38.899,39.891,43.911,39.563,45.637,46.288,46.57,46.855,42.40236364,Africa,Southern Africa,Upper-middle income,3.448091219
South Africa,Unemployment rate by sex and age,Male,25+,Adults,17.863,18.206,19.46,19.925,20.292,21.493,21.217,25.298,24.776,23.701,23.88,21.46463636,Africa,Southern Africa,Upper-middle income,2.60599034
South Africa,Unemployment rate by sex and age,Male,Under 15,Children,21.192,21.179,22.315,22.503,22.767,24.2,23.256,27.464,27.377,26.521,26.702,24.13418182,Africa,Southern Africa,Upper-middle income,2.447418674
South Sudan,Unemployment rate by sex and age,Female,15-24,Youth,17.814,17.685,18.501,18.816,18.527,18.024,20.46,19.801,17.461,16.915,16.666,18.24272727,Africa,Middle Africa,Low income,1.149930615
South Sudan,Unemployment rate by sex and age,Female,25+,Adults,11.838,11.698,12.437,12.714,12.443,11.994,13.084,13.216,11.499,11.076,10.832,12.07554545,Africa,Middle Africa,Low income,0.779386472
South Sudan,Unemployment rate by sex and age,Female,Under 15,Children,13.597,13.433,14.183,14.467,14.219,13.81,15.39,15.319,13.484,13.072,12.863,13.98518182,Africa,Middle Africa,Low income,0.831215474
South Sudan,Unemployment rate by sex and age,Male,15-24,Youth,21.027,20.891,21.955,22.282,21.77,20.999,23.498,22.661,19.87,19.044,18.618,21.14681818,Africa,Middle Africa,Low income,1.506639759
South Sudan,Unemployment rate by sex and age,Male,25+,Adults,7.902,7.811,8.359,8.534,8.283,7.907,9.067,9.034,7.412,7.062,6.844,8.019545455,Africa,Middle Africa,Low income,0.728935301
South Sudan,Unemployment rate by sex and age,Male,Under 15,Children,11.505,11.357,12.036,12.294,12.069,11.699,13.389,13.216,11.353,10.96,10.742,11.87454545,Africa,Middle Africa,Low income,0.846120011
Spain,Unemployment rate by sex and age,Female,15-24,Youth,52.926,47.981,44.911,37.419,33.261,34.469,39.729,35.572,30.777,29.695,29.518,37.84163636,Europe,Southern Europe,High income,7.79184981
Spain,Unemployment rate by sex and age,Female,25+,Adults,23.351,21.773,19.779,17.747,15.901,14.707,16.006,15.422,13.626,12.845,12.945,16.73654545,Europe,Southern Europe,High income,3.544979333
Spain,Unemployment rate by sex and age,Female,Under 15,Children,25.428,23.557,21.389,19.027,17.02,15.99,17.43,16.718,14.771,13.982,14.067,18.12536364,Europe,Southern Europe,High income,3.83967166
Spain,Unemployment rate by sex and age,Male,15-24,Youth,53.442,48.683,44.094,39.559,35.259,30.928,37.114,34.142,28.975,27.482,27.52,37.018,Europe,Southern Europe,High income,8.698542292
Spain,Unemployment rate by sex and age,Male,25+,Adults,21.388,18.78,16.334,13.969,12.174,11.091,12.25,11.538,9.935,9.197,9.238,13.26309091,Europe,Southern Europe,High income,4.001203005
Spain,Unemployment rate by sex and age,Male,Under 15,Children,23.598,20.777,18.128,15.658,13.72,12.45,13.87,13.056,11.278,10.504,10.554,14.87209091,Europe,Southern Europe,High income,4.293807924
Sri Lanka,Unemployment rate by sex and age,Female,15-24,Youth,25.419,25.512,27.533,23.176,28.822,27.35,33.955,31.287,33.121,34.98,34.703,29.62345455,Asia,Southern Asia,Lower-middle income,4.178384218
Sri Lanka,Unemployment rate by sex and age,Female,25+,Adults,3.385,4.561,3.841,3.881,4.046,4.609,4.888,5.063,6.386,6.751,6.714,4.920454545,Asia,Southern Asia,Lower-middle income,1.197125254
Sri Lanka,Unemployment rate by sex and age,Female,Under 15,Children,6.302,7.435,6.821,6.313,6.954,7.312,8.228,8.139,9.691,10.264,10.187,7.967818182,Asia,Southern Asia,Lower-middle income,1.477631809
Sri Lanka,Unemployment rate by sex and age,Male,15-24,Youth,15.212,15.562,16.018,14.127,16.176,16.617,21.019,19.531,20.461,22.459,22.404,18.14418182,Asia,Southern Asia,Lower-middle income,3.073255174
Sri Lanka,Unemployment rate by sex and age,Male,25+,Adults,1.389,1.23,1.063,1.272,1.263,1.549,1.754,1.825,2.299,2.439,2.329,1.673818182,Asia,Southern Asia,Lower-middle income,0.493143756
Sri Lanka,Unemployment rate by sex and age,Male,Under 15,Children,3.07,2.982,2.883,2.823,2.982,3.288,3.943,3.878,4.455,4.845,4.747,3.626909091,Asia,Southern Asia,Lower-middle income,0.777401885
Sudan,Unemployment rate by sex and age,Female,15-24,Youth,44.194,42.903,42.895,43.292,43.747,44.288,49.63,47.878,44.718,48.918,48.882,45.57681818,Africa,Northern Africa,Low income,2.665189142
Sudan,Unemployment rate by sex and age,Female,25+,Adults,26.555,25.507,25.458,25.709,26.011,26.401,28.33,28.646,26.634,30.3,30.532,27.28027273,Africa,Northern Africa,Low income,1.868731018
Sudan,Unemployment rate by sex and age,Female,Under 15,Children,30.664,29.465,29.34,29.534,29.776,30.104,32.692,32.494,30.331,34.142,34.285,31.16609091,Africa,Northern Africa,Low income,1.886193811
Sudan,Unemployment rate by sex and age,Male,15-24,Youth,27.71,26.948,27.038,27.399,27.814,28.311,31.316,30.84,28.523,33.92,34.094,29.44663636,Africa,Northern Africa,Low income,2.666583255
Sudan,Unemployment rate by sex and age,Male,25+,Adults,8.679,8.344,8.356,8.475,8.616,8.795,9.82,9.999,8.873,11.471,11.301,9.339,Africa,Northern Africa,Low income,1.150480769
Sudan,Unemployment rate by sex and age,Male,Under 15,Children,12.351,11.843,11.791,11.874,11.977,12.117,13.435,13.455,12.168,15.216,15.101,12.848,Africa,Northern Africa,Low income,1.283542442
Suriname,Unemployment rate by sex and age,Female,15-24,Youth,29.929,20.756,37.338,37.33,36.567,36.26,42.3,40.38,39.715,38.984,38.111,36.15181818,Americas,South America,Upper-middle income,5.991389452
Suriname,Unemployment rate by sex and age,Female,25+,Adults,9.034,9.861,6.59,6.562,6.371,6.248,7.205,7.178,7.064,6.913,6.733,7.250818182,Americas,South America,Upper-middle income,1.144911422
Suriname,Unemployment rate by sex and age,Female,Under 15,Children,12.008,11.447,11.166,11.108,10.813,10.62,12.113,11.746,11.512,11.257,10.93,11.33818182,Americas,South America,Upper-middle income,0.480083705
Suriname,Unemployment rate by sex and age,Male,15-24,Youth,7.595,8.581,17.921,17.832,17.471,17.17,20.093,19.438,18.763,18.25,17.654,16.43345455,Americas,South America,Upper-middle income,4.221409228
Suriname,Unemployment rate by sex and age,Male,25+,Adults,2.774,3.532,3.235,3.206,3.111,3.022,3.709,3.687,3.397,3.275,3.13,3.279818182,Americas,South America,Upper-middle income,0.284265657
Suriname,Unemployment rate by sex and age,Male,Under 15,Children,3.579,4.379,5.709,5.676,5.508,5.398,6.386,6.253,5.89,5.694,5.452,5.447636364,Americas,South America,Upper-middle income,0.80906678
Sweden,Unemployment rate by sex and age,Female,15-24,Youth,21.401,19.53,17.249,16.999,16.3,19.735,22.818,24.111,23.501,21.902,23.633,20.65263636,Europe,Northern Europe,High income,2.859150058
Sweden,Unemployment rate by sex and age,Female,25+,Adults,5.552,5.434,5.058,4.989,4.886,5.253,6.507,7.097,5.809,5.759,6.544,5.717090909,Europe,Northern Europe,High income,0.721116697
Sweden,Unemployment rate by sex and age,Female,Under 15,Children,7.687,7.288,6.586,6.441,6.234,6.956,8.285,9.048,7.909,7.728,8.661,7.529363636,Europe,Northern Europe,High income,0.9222642
Sweden,Unemployment rate by sex and age,Male,15-24,Youth,24.121,21.14,20.447,18.809,18.553,20.595,25.053,25.223,20.042,22.794,24.666,21.94936364,Europe,Northern Europe,High income,2.508793625
Sweden,Unemployment rate by sex and age,Male,25+,Adults,5.866,5.664,5.574,5.415,4.961,4.967,6.27,6.354,5.176,5.655,6.526,5.675272727,Europe,Northern Europe,High income,0.539826841
Sweden,Unemployment rate by sex and age,Male,Under 15,Children,8.187,7.558,7.355,6.972,6.474,6.716,8.295,8.428,6.929,7.741,8.753,7.582545455,Europe,Northern Europe,High income,0.762552472
Switzerland,Unemployment rate by sex and age,Female,15-24,Youth,8.563,8.406,8.402,7.987,7.444,7.159,8,8.756,7.521,6.63,6.52,7.762545455,Europe,Western Europe,High income,0.768637803
Switzerland,Unemployment rate by sex and age,Female,25+,Adults,4.404,4.344,4.469,4.614,4.756,4.359,4.588,4.847,4.178,3.763,3.783,4.373181818,Europe,Western Europe,High income,0.352861111
Switzerland,Unemployment rate by sex and age,Female,Under 15,Children,4.991,4.912,5.011,5.063,5.105,4.709,5.001,5.313,4.572,4.099,4.104,4.807272727,Europe,Western Europe,High income,0.399350746
Switzerland,Unemployment rate by sex and age,Male,15-24,Youth,8.645,9.228,8.753,8.13,8.375,8.76,9.161,8.894,7.476,6.811,6.956,8.289909091,Europe,Western Europe,High income,0.850118398
Switzerland,Unemployment rate by sex and age,Male,25+,Adults,4.105,4.06,4.285,4.06,3.809,3.489,4.08,4.391,3.617,3.198,3.184,3.843454545,Europe,Western Europe,High income,0.417433914
Switzerland,Unemployment rate by sex and age,Male,Under 15,Children,4.691,4.702,4.841,4.572,4.366,4.109,4.661,4.913,4.062,3.609,3.609,4.375909091,Europe,Western Europe,High income,0.46650819
Syrian Arab Republic,Unemployment rate by sex and age,Female,15-24,Youth,55.683,55.428,54.581,53.844,53.139,52.395,58.048,55.533,53.334,52.887,52.587,54.31445455,Asia,Western Asia,Low income,1.728539983
Syrian Arab Republic,Unemployment rate by sex and age,Female,25+,Adults,20.851,20.273,19.602,19.153,18.802,18.437,20.193,20.154,19.315,18.919,18.682,19.48918182,Asia,Western Asia,Low income,0.78219586
Syrian Arab Republic,Unemployment rate by sex and age,Female,Under 15,Children,26.867,26.158,25.535,25.222,25.029,24.783,27.242,26.885,25.674,25.288,24.987,25.78818182,Asia,Western Asia,Low income,0.86566354
Syrian Arab Republic,Unemployment rate by sex and age,Male,15-24,Youth,33.496,32.785,31.712,30.857,30.139,29.467,33.438,32.015,30.235,29.512,29.202,31.16890909,Asia,Western Asia,Low income,1.603977958
Syrian Arab Republic,Unemployment rate by sex and age,Male,25+,Adults,6.949,6.604,6.239,5.997,5.818,5.644,6.834,6.788,5.906,5.677,5.57,6.184181818,Asia,Western Asia,Low income,0.521902255
Syrian Arab Republic,Unemployment rate by sex and age,Male,Under 15,Children,12.091,11.667,11.296,11.115,11.004,10.859,12.618,12.421,11.155,10.819,10.601,11.42236364,Asia,Western Asia,Low income,0.681671368
"Taiwan, China",Unemployment rate by sex and age,Female,15-24,Youth,12.21,11.632,12.552,12.35,11.609,12.419,11.963,12.104,12.517,12.569,12.556,12.22554545,Asia,South-Eastern Asia,High income,0.358881976
"Taiwan, China",Unemployment rate by sex and age,Female,25+,Adults,2.718,2.645,2.717,2.581,2.671,2.714,2.984,2.951,2.696,2.751,2.758,2.744181818,Asia,South-Eastern Asia,High income,0.121244231
